2020-10-17 12:41:46	[Main thread]	WARN	Achilles	3	Cohort table not found, will skip analyses 1700 and 1701
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	Analysis 725 (Number of drug_exposure records by drug_source_concept_id) -- START
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 725 (0.091224 secs)
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	Analysis 724 (Number of co-occurring drug_exposure drug_concept_id pairs) -- START
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 724 (0.226168 secs)
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	Analysis 791 (Percentage of total persons that have at least x drug exposures) -- START
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 791 (0.095790 secs)
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	Analysis 800 (Number of persons with at least one observation occurrence, by observation_concept_id) -- START
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 800 (0.095314 secs)
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	Analysis 801 (Number of observation occurrence records, by observation_concept_id) -- START
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 801 (0.088320 secs)
2020-10-17 12:44:00	[Main thread]	INFO	Achilles	achilles	Analysis 802 (Number of persons by observation occurrence start month, by observation_concept_id) -- START
2020-10-17 12:44:01	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 802 (0.186239 secs)
2020-10-17 12:44:01	[Main thread]	INFO	Achilles	achilles	Analysis 803 (Number of distinct observation occurrence concepts per person) -- START
2020-10-17 12:44:05	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 803 (4.624238 secs)
2020-10-17 12:44:05	[Main thread]	INFO	Achilles	achilles	Analysis 804 (Number of persons with at least one observation occurrence, by observation_concept_id by calendar year by gender by age decile) -- START
2020-10-17 12:44:09	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 804 (4.037193 secs)
2020-10-17 12:44:09	[Main thread]	INFO	Achilles	achilles	Analysis 805 (Number of observation occurrence records, by observation_concept_id by observation_type_concept_id) -- START
2020-10-17 12:44:09	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 805 (0.091675 secs)
2020-10-17 12:44:09	[Main thread]	INFO	Achilles	achilles	Analysis 806 (Distribution of age by observation_concept_id) -- START
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 806 (0.457489 secs)
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	Analysis 807 (Number of observation occurrence records, by observation_concept_id and unit_concept_id) -- START
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 807 (0.086838 secs)
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	Analysis 809 (Number of observation records with invalid person_id) -- START
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 809 (0.088407 secs)
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	Analysis 810 (Number of observation records outside valid observation period) -- START
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 810 (0.089049 secs)
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	Analysis 812 (Number of observation records with invalid provider_id) -- START
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 812 (0.090919 secs)
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	Analysis 813 (Number of observation records with invalid visit_id) -- START
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 813 (0.120729 secs)
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	Analysis 814 (Number of observation records with no value (numeric, string, or concept)) -- START
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 814 (0.080416 secs)
2020-10-17 12:44:10	[Main thread]	INFO	Achilles	achilles	Analysis 815 (Distribution of numeric values, by observation_concept_id and unit_concept_id) -- START
2020-10-17 12:44:11	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 815 (0.323054 secs)
2020-10-17 12:44:11	[Main thread]	INFO	Achilles	achilles	Analysis 820 (Number of observation records  by observation start month) -- START
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 820 (4.398386 secs)
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	Analysis 822 (Number of observation records, by observation_concept_id and value_as_concept_id) -- START
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 822 (0.078516 secs)
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	Analysis 823 (Number of observation records, by observation_concept_id and qualifier_concept_id) -- START
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 823 (0.089979 secs)
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	Analysis 826 (Number of observation records by value_as_concept_id) -- START
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 826 (0.084423 secs)
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	Analysis 827 (Number of observation records by unit_concept_id) -- START
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 827 (0.076106 secs)
2020-10-17 12:44:15	[Main thread]	INFO	Achilles	achilles	Analysis 825 (Number of observation records by observation_source_concept_id) -- START
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 825 (0.088351 secs)
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	Analysis 824 (Number of co-occurring observation observation_concept_id pairs) -- START
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 824 (0.203279 secs)
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	Analysis 891 (Percentage of total persons that have at least x observations) -- START
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 891 (0.093223 secs)
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	Analysis 900 (Number of persons with at least one drug era, by drug_concept_id) -- START
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 900 (0.099171 secs)
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	Analysis 901 (Number of drug era records, by drug_concept_id) -- START
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 901 (0.105748 secs)
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	Analysis 902 (Number of persons by drug era start month, by drug_concept_id) -- START
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 902 (0.116089 secs)
2020-10-17 12:44:16	[Main thread]	INFO	Achilles	achilles	Analysis 903 (Number of distinct drug era concepts per person) -- START
2020-10-17 12:44:21	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 903 (4.415705 secs)
2020-10-17 12:44:21	[Main thread]	INFO	Achilles	achilles	Analysis 904 (Number of persons with at least one drug era, by drug_concept_id by calendar year by gender by age decile) -- START
2020-10-17 12:44:21	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 904 (0.121701 secs)
2020-10-17 12:44:21	[Main thread]	INFO	Achilles	achilles	Analysis 906 (Distribution of age by drug_concept_id) -- START
2020-10-17 12:44:21	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 906 (0.482592 secs)
2020-10-17 12:44:21	[Main thread]	INFO	Achilles	achilles	Analysis 907 (Distribution of drug era length, by drug_concept_id) -- START
2020-10-17 12:44:22	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 907 (0.374140 secs)
2020-10-17 12:44:22	[Main thread]	INFO	Achilles	achilles	Analysis 908 (Number of drug eras without valid person) -- START
2020-10-17 12:44:22	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 908 (0.087401 secs)
2020-10-17 12:44:22	[Main thread]	INFO	Achilles	achilles	Analysis 909 (Number of drug eras outside valid observation period) -- START
2020-10-17 12:44:22	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 909 (0.088440 secs)
2020-10-17 12:44:22	[Main thread]	INFO	Achilles	achilles	Analysis 910 (Number of drug eras with end date < start date) -- START
2020-10-17 12:44:22	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 910 (0.073580 secs)
2020-10-17 12:44:22	[Main thread]	INFO	Achilles	achilles	Analysis 920 (Number of drug era records  by drug era start month) -- START
2020-10-17 12:44:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 920 (3.990184 secs)
2020-10-17 12:44:26	[Main thread]	INFO	Achilles	achilles	Analysis 1000 (Number of persons with at least one condition era, by condition_concept_id) -- START
2020-10-17 12:44:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1000 (0.095698 secs)
2020-10-17 12:44:26	[Main thread]	INFO	Achilles	achilles	Analysis 1001 (Number of condition era records, by condition_concept_id) -- START
2020-10-17 12:44:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1001 (0.092260 secs)
2020-10-17 12:44:26	[Main thread]	INFO	Achilles	achilles	Analysis 1002 (Number of persons by condition era start month, by condition_concept_id) -- START
2020-10-17 12:44:26	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1002 (0.117103 secs)
2020-10-17 12:44:26	[Main thread]	INFO	Achilles	achilles	Analysis 1003 (Number of distinct condition era concepts per person) -- START
2020-10-17 12:44:27	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1003 (0.589094 secs)
2020-10-17 12:44:27	[Main thread]	INFO	Achilles	achilles	Analysis 1004 (Number of persons with at least one condition era, by condition_concept_id by calendar year by gender by age decile) -- START
2020-10-17 12:44:27	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1004 (0.127961 secs)
2020-10-17 12:44:27	[Main thread]	INFO	Achilles	achilles	Analysis 1006 (Distribution of age by condition_concept_id) -- START
2020-10-17 12:44:27	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1006 (0.527262 secs)
2020-10-17 12:44:27	[Main thread]	INFO	Achilles	achilles	Analysis 1007 (Distribution of condition era length, by condition_concept_id) -- START
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1007 (0.397663 secs)
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	Analysis 1008 (Number of condition eras without valid person) -- START
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1008 (0.094523 secs)
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	Analysis 1009 (Number of condition eras outside valid observation period) -- START
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1009 (0.092108 secs)
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	Analysis 1010 (Number of condition eras with end date < start date) -- START
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1010 (0.075984 secs)
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	Analysis 1020 (Number of condition era records by condition era start month) -- START
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1020 (0.100694 secs)
2020-10-17 12:44:28	[Main thread]	INFO	Achilles	achilles	Analysis 1100 (Number of persons by location 3-digit zip) -- START
2020-10-17 12:44:33	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1100 (5.029567 secs)
2020-10-17 12:44:33	[Main thread]	INFO	Achilles	achilles	Analysis 1101 (Number of persons by location state) -- START
2020-10-17 12:44:33	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1101 (0.097055 secs)
2020-10-17 12:44:33	[Main thread]	INFO	Achilles	achilles	Analysis 1102 (Number of care sites by location 3-digit zip) -- START
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1102 (4.405855 secs)
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	Analysis 1103 (Number of care sites by location state) -- START
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1103 (0.099136 secs)
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	Analysis 1200 (Number of persons by place of service) -- START
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1200 (0.084016 secs)
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	Analysis 1201 (Number of visits by place of service) -- START
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1201 (0.075432 secs)
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	Analysis 1202 (Number of care sites by place of service) -- START
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1202 (0.059578 secs)
2020-10-17 12:44:38	[Main thread]	INFO	Achilles	achilles	Analysis 1203 (Number of visits by place of service discharge type) -- START
2020-10-17 12:44:42	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1203 (3.968883 secs)
2020-10-17 12:44:42	[Main thread]	INFO	Achilles	achilles	Analysis 1406 (Length of payer plan (days) of first payer plan period by gender) -- START
2020-10-17 12:44:42	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1406 (0.481248 secs)
2020-10-17 12:44:42	[Main thread]	INFO	Achilles	achilles	Analysis 1407 (Length of payer plan (days) of first payer plan period by age decile) -- START
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1407 (0.498024 secs)
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	Analysis 1408 (Number of persons by length of payer plan period, in 30d increments) -- START
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1408 (0.112142 secs)
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	Analysis 1409 (Number of persons with continuous payer plan in each year) -- START
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1409 (0.184343 secs)
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	Analysis 1410 (Number of persons with continuous payer plan in each month) -- START
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1410 (0.164330 secs)
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	Analysis 1411 (Number of persons by payer plan period start month) -- START
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1411 (0.081754 secs)
2020-10-17 12:44:43	[Main thread]	INFO	Achilles	achilles	Analysis 1412 (Number of persons by payer plan period end month) -- START
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1412 (0.087454 secs)
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	Analysis 1413 (Number of persons by number of payer plan periods) -- START
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1413 (0.098233 secs)
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	Analysis 1414 (Number of persons with payer plan period before year-of-birth) -- START
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1414 (0.107068 secs)
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	Analysis 1415 (Number of persons with payer plan period end < payer plan period start) -- START
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1415 (0.082099 secs)
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	Analysis 1425 (Number of payer_plan_period records by payer_source_concept_id) -- START
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1425 (0.061287 secs)
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	Analysis 1800 (Number of persons with at least one measurement occurrence, by measurement_concept_id) -- START
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1800 (0.097299 secs)
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	Analysis 1801 (Number of measurement occurrence records, by measurement_concept_id) -- START
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1801 (0.091085 secs)
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	Analysis 1802 (Number of persons by measurement occurrence start month, by measurement_concept_id) -- START
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1802 (0.200999 secs)
2020-10-17 12:44:44	[Main thread]	INFO	Achilles	achilles	Analysis 1803 (Number of distinct mesurement occurrence concepts per person) -- START
2020-10-17 12:44:45	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1803 (0.513842 secs)
2020-10-17 12:44:45	[Main thread]	INFO	Achilles	achilles	Analysis 1804 (Number of persons with at least one mesurement  occurrence, by measurement_concept_id by calendar year by gender by age decile) -- START
2020-10-17 12:44:45	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1804 (0.172574 secs)
2020-10-17 12:44:45	[Main thread]	INFO	Achilles	achilles	Analysis 1805 (Number of measurement occurrence records, by measurement_concept_id by measurement_type_concept_id) -- START
2020-10-17 12:44:45	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1805 (0.108716 secs)
2020-10-17 12:44:45	[Main thread]	INFO	Achilles	achilles	Analysis 1806 (Distribution of age by measurement_concept_id) -- START
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1806 (0.654424 secs)
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	Analysis 1807 (Number of measurement occurrence records, by measurement_concept_id and unit_concept_id) -- START
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1807 (0.100029 secs)
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	Analysis 1809 (Number of measurement records with invalid person_id) -- START
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1809 (0.113695 secs)
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	Analysis 1810 (Number of measurement records outside valid observation period) -- START
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1810 (0.117673 secs)
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	Analysis 1812 (Number of measurement records with invalid provider_id) -- START
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1812 (0.121188 secs)
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	Analysis 1813 (Number of measurement records with invalid visit_id) -- START
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1813 (0.121355 secs)
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	Analysis 1814 (Number of measurement records with no value (numeric, string, or concept)) -- START
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1814 (0.083770 secs)
2020-10-17 12:44:46	[Main thread]	INFO	Achilles	achilles	Analysis 1815 (Distribution of numeric values, by measurement_concept_id and unit_concept_id) -- START
2020-10-17 12:44:47	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1815 (0.354103 secs)
2020-10-17 12:44:47	[Main thread]	INFO	Achilles	achilles	Analysis 1816 (Distribution of low range, by measurement_concept_id and unit_concept_id) -- START
2020-10-17 12:44:47	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1816 (0.348631 secs)
2020-10-17 12:44:47	[Main thread]	INFO	Achilles	achilles	Analysis 1817 (Distribution of high range, by measurement_concept_id and unit_concept_id) -- START
2020-10-17 12:44:47	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1817 (0.340711 secs)
2020-10-17 12:44:47	[Main thread]	INFO	Achilles	achilles	Analysis 1818 (Number of measurement records below/within/above normal range, by measurement_concept_id and unit_concept_id) -- START
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1818 (0.127236 secs)
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	Analysis 1820 (Number of measurement records  by measurement start month) -- START
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1820 (0.091884 secs)
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	Analysis 1821 (Number of measurement records with no numeric value) -- START
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1821 (0.077194 secs)
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	Analysis 1822 (Number of measurement records, by measurement_concept_id and value_as_concept_id) -- START
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1822 (0.086486 secs)
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	Analysis 1823 (Number of measurement records, by measurement_concept_id and operator_concept_id) -- START
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1823 (0.100668 secs)
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	Analysis 1826 (Number of measurement records by value_as_concept_id) -- START
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1826 (0.091197 secs)
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	Analysis 1827 (Number of measurement records by unit_concept_id) -- START
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1827 (0.081346 secs)
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	Analysis 1825 (Number of measurement records by measurement_source_concept_id) -- START
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1825 (0.086243 secs)
2020-10-17 12:44:48	[Main thread]	INFO	Achilles	achilles	Analysis 1824 (Number of co-occurring measurement measurement_concept_id pairs) -- START
2020-10-17 12:44:49	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1824 (0.334303 secs)
2020-10-17 12:44:49	[Main thread]	INFO	Achilles	achilles	Analysis 1891 (Percentage of total persons that have at least x measurements) -- START
2020-10-17 12:44:49	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1891 (0.115068 secs)
2020-10-17 12:44:49	[Main thread]	INFO	Achilles	achilles	Analysis 1900 (Source values mapped to concept_id 0 by table, by source_value) -- START
2020-10-17 12:44:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 1900 (5.629878 secs)
2020-10-17 12:44:54	[Main thread]	INFO	Achilles	achilles	Analysis 2000 (Number of patients with at least 1 Dx and 1 Rx) -- START
2020-10-17 12:44:54	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2000 (0.129393 secs)
2020-10-17 12:44:54	[Main thread]	INFO	Achilles	achilles	Analysis 2001 (Number of patients with at least 1 Dx and 1 Proc) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2001 (0.112416 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2002 (Number of patients with at least 1 Meas, 1 Dx and 1 Rx) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2002 (0.125448 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2003 (Number of patients with at least 1 Visit) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2003 (0.088131 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2100 (Number of persons with at least one device exposure, by device_concept_id) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2100 (0.082313 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2101 (Number of device exposure records, by device_concept_id) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2101 (0.071688 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2102 (Number of persons by device records  start month, by device_concept_id) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2102 (0.080308 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2104 (Number of persons with at least one device exposure, by device_concept_id by calendar year by gender by age decile) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2104 (0.154017 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2105 (Number of device exposure records, by device_concept_id by device_type_concept_id) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2105 (0.076500 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2125 (Number of device_exposure records by device_source_concept_id) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2125 (0.066147 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2200 (Number of persons with at least one note by  note_type_concept_id) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2200 (0.078404 secs)
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	Analysis 2201 (Number of note records, by note_type_concept_id) -- START
2020-10-17 12:44:55	[Main thread]	INFO	Achilles	achilles	[Main Analysis] [COMPLETE] 2201 (0.064652 secs)
2020-10-17 12:45:24	[Main thread]	INFO	Achilles	achilles	Merging scratch Achilles tables
2020-10-17 12:45:52	[Main thread]	INFO	Achilles	achilles	Done. Achilles results can now be found in schema mycdm.results_anthony
