covariate_id,covariate_name,analysis_id,concept_id
81175101,condition_occurrence: Contusion of chest,101,81175
443174101,"condition_occurrence: Splinter of neck, without major open wound, infected",101,443174
380818101,condition_occurrence: Acquired deformity of head,101,380818
441961101,condition_occurrence: Congenital pelviureteric junction obstruction,101,441961
432890101,condition_occurrence: Microaneurysm of retinal artery,101,432890
80509101,condition_occurrence: Bone cyst,101,80509
438879101,condition_occurrence: Closed bimalleolar fracture,101,438879
139774101,condition_occurrence: Toxic nodular goiter with thyrotoxic storm,101,139774
441561101,condition_occurrence: Low tension glaucoma,101,441561
79212101,condition_occurrence: Injury of tibial nerve,101,79212
442095101,condition_occurrence: Leukemic reticuloendotheliosis of intrathoracic lymph nodes,101,442095
4057233101,condition_occurrence: Radiation enterocolitis,101,4057233
252658101,condition_occurrence: Intrinsic asthma without status asthmaticus,101,252658
444084101,condition_occurrence: Extrinsic allergic alveolitis,101,444084
201894101,condition_occurrence: Acute vascular insufficiency of intestine,101,201894
435979101,condition_occurrence: Late effect of open wound of extremities without tendon injury,101,435979
312928101,condition_occurrence: Adhesive pericarditis,101,312928
444073101,condition_occurrence: Bilateral traumatic amputation of feet without complication,101,444073
137425101,condition_occurrence: Nonvenomous insect bite of trunk with infection,101,137425
372894101,condition_occurrence: Central serous chorioretinopathy,101,372894
437763101,condition_occurrence: Injury of hypoglossal nerve,101,437763
141084101,condition_occurrence: Pre-eclampsia or eclampsia with pre-existing hypertension,101,141084
40483189101,condition_occurrence: Arteriosclerosis of arterial coronary artery bypass graft,101,40483189
434321101,condition_occurrence: Schizoaffective schizophrenia in remission,101,434321
443113101,"condition_occurrence: Open fracture of femur, lower epiphysis",101,443113
312825101,condition_occurrence: Ulceroglandular tularemia,101,312825
374038101,condition_occurrence: Impairment level: one eye: severe impairment: other eye: normal vision,101,374038
435945101,condition_occurrence: Open fracture of base of thumb,101,435945
439285101,"condition_occurrence: Hodgkin's disease, lymphocytic depletion of intra-abdominal lymph nodes",101,439285
440350101,"condition_occurrence: Malignant lymphoma - lymphocytic, intermediate differentiation",101,440350
432347101,condition_occurrence: Chronic disease of tonsils AND/OR adenoids,101,432347
373747101,condition_occurrence: Extrapyramidal disease,101,373747
433909101,condition_occurrence: Foreign body on external eye,101,433909
75206101,"condition_occurrence: Benign neoplasm of pelvic bones, sacrum and coccyx",101,75206
193256101,condition_occurrence: Alcoholic fatty liver,101,193256
374022101,condition_occurrence: Hemiplegia,101,374022
74322101,condition_occurrence: Benign neoplasm of scrotum,101,74322
200780101,condition_occurrence: Disorder of uterus,101,200780
31821101,condition_occurrence: Disorder of endocrine system,101,31821
138824101,condition_occurrence: Contact dermatitis due to metal,101,138824
443619101,condition_occurrence: Refractory migraine variants,101,443619
440373101,condition_occurrence: Subchronic schizophrenia,101,440373
434344101,condition_occurrence: Ciliary muscle spasm,101,434344
40480514101,condition_occurrence: Incomplete tetraplegia due to lesion at C5-C7 level,101,40480514
440642101,condition_occurrence: Cat scratch disease,101,440642
133158101,condition_occurrence: Plasma cell leukemia in remission,101,133158
437313101,condition_occurrence: Rheumatic pneumonia,101,437313
436445101,condition_occurrence: Abrasion of tooth,101,436445
40483729101,condition_occurrence: Developmental dislocation of ankle and/or foot,101,40483729
443546101,condition_occurrence: Infection due to Brucella suis,101,443546
134651101,condition_occurrence: Chronic perichondritis of pinna,101,134651
378154101,condition_occurrence: Visual field constriction,101,378154
437692101,condition_occurrence: Open fracture of midcervical section of femur,101,437692
200677101,condition_occurrence: Hyperestrogenism,101,200677
433735101,condition_occurrence: Acute alcoholic intoxication in alcoholism,101,433735
4078201101,condition_occurrence: Mood swings,101,4078201
140173101,condition_occurrence: Telogen effluvium,101,140173
24973101,condition_occurrence: Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,101,24973
440243101,condition_occurrence: Closed dislocation of multiple cervical vertebrae,101,440243
434875101,condition_occurrence: Secondary malignant neoplasm of mediastinum,101,434875
259874101,condition_occurrence: Ulceration of vulva associated with another disorder,101,259874
438792101,condition_occurrence: Crowding of teeth,101,438792
440044101,condition_occurrence: Overlapping malignant neoplasm of hypopharynx,101,440044
374647101,condition_occurrence: Limbal AND/OR corneal involvement in vernal conjunctivitis,101,374647
437486101,condition_occurrence: Anterior nasal diphtheria,101,437486
141933101,condition_occurrence: Alopecia areata,101,141933
381569101,condition_occurrence: Myogenic ptosis,101,381569
4156949101,condition_occurrence: Air embolism,101,4156949
439164101,condition_occurrence: Closed traumatic dislocation of sixth cervical vertebra,101,439164
27587101,condition_occurrence: Disturbance of salivary secretion,101,27587
134115101,condition_occurrence: Photodermatitis due to sun,101,134115
442348101,condition_occurrence: Closed multiple fractures of lower limb with ribs AND sternum,101,442348
373175101,condition_occurrence: Organic hallucinosis,101,373175
72460101,condition_occurrence: Open fracture of seven ribs,101,72460
312653101,condition_occurrence: Acute myocarditis,101,312653
193708101,condition_occurrence: Infection by Dracunculus medinensis,101,193708
1307046401,drug_era: Metoprolol,401,1307046
1560171401,drug_era: Glipizide,401,1560171
40175939401,drug_era: loose wheat smut allergenic extract,401,40175939
740560401,drug_era: Carbidopa,401,740560
1332418401,drug_era: Amlodipine,401,1332418
1154332401,drug_era: Pseudoephedrine,401,1154332
19058896401,drug_era: calcium lactate,401,19058896
959665401,drug_era: Pyrethrins,401,959665
1308290401,drug_era: Vincristine,401,1308290
1113648401,drug_era: nabumetone,401,1113648
1135766401,drug_era: Phenylephrine,401,1135766
1560305401,drug_era: Omega-3 Acid Ethyl Esters (USP),401,1560305
1310149401,drug_era: Warfarin,401,1310149
836208401,drug_era: Succinylcholine,401,836208
989482401,drug_era: Dutasteride,401,989482
950370401,drug_era: Carteolol,401,950370
40165377401,drug_era: abobotulinumtoxinA,401,40165377
40175889401,drug_era: pumpkin allergenic extract,401,40175889
1362225401,drug_era: Reserpine,401,1362225
40162187401,drug_era: tobacco leaf allergenic extract,401,40162187
738156401,drug_era: Doxepin,401,738156
1189697401,drug_era: eletriptan,401,1189697
1395058401,drug_era: Chlorthalidone,401,1395058
941258401,drug_era: Docusate,401,941258
1531601401,"drug_era: Insulin, Aspart Protamine, Human",401,1531601
1149196401,drug_era: Cetirizine,401,1149196
1726228401,drug_era: aminosalicylic acid,401,1726228
40161542401,drug_era: beech pollen extract,401,40161542
1331247401,drug_era: Pentoxifylline,401,1331247
951511401,drug_era: Mupirocin,401,951511
1185922401,drug_era: Ketoprofen,401,1185922
715233401,drug_era: Baclofen,401,715233
742267401,drug_era: topiramate,401,742267
1598658401,drug_era: Clofibrate,401,1598658
1595799401,drug_era: Ferrous fumarate,401,1595799
713109401,drug_era: Amoxapine,401,713109
750982401,drug_era: Bupropion,401,750982
40161853401,drug_era: pussy willow pollen extract,401,40161853
40226650401,drug_era: licorice allergenic extract,401,40226650
40172000401,drug_era: brussels sprout allergenic extract,401,40172000
1300673401,drug_era: Thrombin,401,1300673
40169140401,drug_era: Cootamundra wattle pollen extract,401,40169140
904525401,drug_era: bimatoprost,401,904525
1313200401,drug_era: Nadolol,401,1313200
1790812401,drug_era: Chlorhexidine,401,1790812
19006692401,drug_era: Tyrosine,401,19006692
976545401,drug_era: potassium citrate,401,976545
40176125401,drug_era: Penicillium italicum allergenic extract,401,40176125
794852401,drug_era: Chlorpromazine,401,794852
930916401,drug_era: Diphenoxylate,401,930916
1338512401,drug_era: Doxorubicin,401,1338512
40170964401,drug_era: English walnut allergenic extract,401,40170964
1000772401,drug_era: Granisetron,401,1000772
40161754401,drug_era: domestic goat skin extract,401,40161754
40161953401,drug_era: poverty weed pollen extract,401,40161953
19009540401,drug_era: Vitamin E,401,19009540
40161781401,drug_era: hackberry pollen extract,401,40161781
40175734401,drug_era: Trichoderma harzianum allergenic extract,401,40175734
1760616401,drug_era: Quinine,401,1760616
1000632401,drug_era: Clotrimazole,401,1000632
40163690401,drug_era: pneumococcal capsular polysaccharide type 22F vaccine,401,40163690
916005401,drug_era: Solifenacin,401,916005
1351557401,drug_era: candesartan,401,1351557
40170937401,drug_era: Mongolian gerbil skin allergenic extract,401,40170937
1705674401,drug_era: Trimethoprim,401,1705674
1342439401,drug_era: trandolapril,401,1342439
997276401,drug_era: Cimetidine,401,997276
943116401,drug_era: trolamine salicylate,401,943116
40172246401,drug_era: date allergenic extract,401,40172246
955372401,drug_era: Ethanol,401,955372
19038024401,drug_era: Selenious Acid,401,19038024
700299401,drug_era: Thioridazine,401,700299
1138050401,drug_era: bitolterol,401,1138050
1137460401,drug_era: Salsalate,401,1137460
40174405401,drug_era: orange pekoe tea allergenic extract,401,40174405
1348265401,drug_era: anastrozole,401,1348265
40161256401,drug_era: Johnson grass pollen extract,401,40161256
1749008401,drug_era: cefpodoxime,401,1749008
963742401,drug_era: Gramicidin,401,963742
970011401,drug_era: Sorbitol,401,970011
702774401,drug_era: Mepivacaine,401,702774
40175869401,drug_era: green olive allergenic extract,401,40175869
905233401,drug_era: Mometasone,401,905233
957393401,drug_era: aluminum chloride,401,957393
40172778401,drug_era: slash pine pollen extract,401,40172778
1436776401,drug_era: Testolactone,401,1436776
40227359401,drug_era: sour cherry allergenic extract,401,40227359
40161694401,drug_era: careless weed pollen extract,401,40161694
968426401,drug_era: mesalamine,401,968426
523212401,drug_era: Rubella Virus Vaccine Live (Wistar RA 27-3 Strain),401,523212
40161637401,drug_era: burweed marshelder pollen extract,401,40161637
40161849401,drug_era: nettle pollen extract,401,40161849
1344143401,"drug_era: Albumin Human, USP",401,1344143
769935401,drug_era: Sodium Oxybate,401,769935
1315865401,drug_era: fondaparinux,401,1315865
19017805401,drug_era: Inamrinone,401,19017805
40170898401,drug_era: lima bean allergenic extract,401,40170898
957797401,drug_era: Psyllium,401,957797
941472401,drug_era: terconazole,401,941472
19003999401,drug_era: mycophenolate mofetil,401,19003999
40163710401,drug_era: pneumococcal capsular polysaccharide type 9V vaccine,401,40163710
1103374401,drug_era: valdecoxib,401,1103374
40161213401,drug_era: Guinea pig skin extract,401,40161213
717607401,drug_era: Desvenlafaxine,401,717607
40167352401,drug_era: Stemphylium solani allergenic extract,401,40167352
1750928401,drug_era: Trimetrexate,401,1750928
40161698401,drug_era: cat skin extract,401,40161698
40161598401,drug_era: common sagebrush pollen extract,401,40161598
19137385401,drug_era: Thiotepa,401,19137385
19047423401,drug_era: abciximab,401,19047423
929128401,drug_era: Propylene glycol,401,929128
939976401,drug_era: sodium sulfate,401,939976
1836241401,drug_era: Sulbactam,401,1836241
40174213401,drug_era: egg (chicken) allergenic extract,401,40174213
19052059401,drug_era: Aspartate,401,19052059
42801285401,drug_era: southern yellow jacket venom protein,401,42801285
40163718401,drug_era: prasugrel,401,40163718
40171271401,drug_era: rye allergenic extract,401,40171271
1736971401,drug_era: abacavir,401,1736971
40175916401,drug_era: red currant allergenic extract,401,40175916
19026450401,drug_era: anidulafungin,401,19026450
19117912401,drug_era: Immunoglobulin G,401,19117912
905078401,drug_era: Trifluridine,401,905078
40170341401,drug_era: bluefish allergenic extract,401,40170341
19005629401,drug_era: Trimethadione,401,19005629
40172206401,drug_era: cultivated mushroom allergenic extract,401,40172206
1763779401,drug_era: Griseofulvin,401,1763779
19030957401,drug_era: Escherichia coli,401,19030957
767410401,drug_era: lithium citrate,401,767410
1381504401,drug_era: Alprostadil,401,1381504
40162227401,drug_era: shad scale pollen extract,401,40162227
958396401,drug_era: butenafine,401,958396
1106776401,drug_era: tiotropium,401,1106776
19112635401,drug_era: Morphine Liposomal,401,19112635
40175582401,drug_era: Baker's yeast (Saccharomyces cerevisiae) allergenic extract,401,40175582
40175984401,drug_era: turkey allergenic extract,401,40175984
1139179401,drug_era: bromfenac,401,1139179
724908401,drug_era: Biperiden,401,724908
1724666401,drug_era: Dicloxacillin,401,1724666
1332661401,drug_era: anisindione,401,1332661
948582401,drug_era: Polymyxin B,401,948582
956874401,drug_era: Furosemide,401,956874
1518254401,drug_era: Dexamethasone,401,1518254
923672401,drug_era: Hyoscyamine,401,923672
1192710401,drug_era: Chlorpheniramine,401,1192710
1140088401,drug_era: Dyphylline,401,1140088
1707687401,drug_era: Vancomycin,401,1707687
1597756401,drug_era: glimepiride,401,1597756
902722401,drug_era: Tobramycin,401,902722
735951401,drug_era: Riluzole,401,735951
40162062401,drug_era: water birch pollen extract,401,40162062
79072101,condition_occurrence: Inflammatory disorder of breast,101,79072
376434101,condition_occurrence: Oval window fistula,101,376434
381592101,condition_occurrence: Chronic mucoid otitis media,101,381592
376394101,condition_occurrence: Menstrual migraine,101,376394
434911101,"condition_occurrence: Recurrent major depressive episodes, severe, with psychosis",101,434911
197857101,condition_occurrence: Autonomic facial cephalgia,101,197857
134452101,condition_occurrence: Olecranon bursitis,101,134452
435933101,condition_occurrence: Closed fracture of lumbar vertebra without spinal cord injury,101,435933
374372101,condition_occurrence: Otogenic otalgia,101,374372
73889101,condition_occurrence: Sprain of distal tibiofibular ligament,101,73889
198108101,condition_occurrence: Benign neoplasm of fallopian tubes and uterine ligaments,101,198108
43021821101,condition_occurrence: Coronary arteriosclerosis in native artery of transplanted heart,101,43021821
439025101,condition_occurrence: Dacryocystitis,101,439025
438884101,condition_occurrence: Fracture of upper end of lower leg,101,438884
75941101,condition_occurrence: Closed fracture of one rib,101,75941
378165101,condition_occurrence: Nystagmus,101,378165
443961101,condition_occurrence: Anemia of chronic renal failure,101,443961
438146101,condition_occurrence: Nerve fiber bundle defect,101,438146
438791101,condition_occurrence: Pulmonary congestion and hypostasis,101,438791
439234101,condition_occurrence: Poisoning by cardiotonic glycoside,101,439234
4138173101,condition_occurrence: Intractable ophthalmic migraine,101,4138173
193814101,condition_occurrence: Chronic parametritis and pelvic cellulitis,101,193814
81705101,condition_occurrence: Open dislocation of knee,101,81705
193429101,condition_occurrence: Leukemic reticuloendotheliosis of intra-abdominal lymph nodes,101,193429
437242101,condition_occurrence: Congenital thrombocytopenic purpura,101,437242
25297101,condition_occurrence: Acute pharyngitis,101,25297
4347430101,condition_occurrence: Clostridial enteric disease,101,4347430
196463101,condition_occurrence: Alcoholic cirrhosis,101,196463
379006101,condition_occurrence: Cerebral degeneration in childhood,101,379006
132414101,condition_occurrence: Chronic osteomyelitis of hand,101,132414
197444101,condition_occurrence: Vascular complication of medical care,101,197444
372924101,condition_occurrence: Cerebral artery occlusion,101,372924
376210101,condition_occurrence: Cervical spina bifida with hydrocephalus,101,376210
442256101,condition_occurrence: Disorder of bursa of shoulder region,101,442256
30061101,condition_occurrence: Neoplasm of uncertain behavior of major salivary gland,101,30061
433178101,condition_occurrence: Anxiety disorder of childhood OR adolescence,101,433178
76467101,condition_occurrence: Congenital hypoplasia of breast,101,76467
43530807101,condition_occurrence: Allergic disposition,101,43530807
77178101,condition_occurrence: Contusion of multiple sites of upper limb,101,77178
441246101,condition_occurrence: Hemangioma of intracranial structure,101,441246
434896101,condition_occurrence: Benign neoplasm of skin of upper limb and shoulder,101,434896
260034101,condition_occurrence: Chronic pulmonary coccidioidomycosis,101,260034
40480232101,condition_occurrence: Male urinary stress incontinence,101,40480232
438095101,condition_occurrence: Overlapping malignant neoplasm of eye and adnexa,101,438095
439674101,condition_occurrence: Chronic viral hepatitis B without delta-agent,101,439674
45769863101,condition_occurrence: Female perineal hernia,101,45769863
319038101,condition_occurrence: Postmyocardial infarction syndrome,101,319038
435237101,condition_occurrence: Reactive psychoses,101,435237
318522101,condition_occurrence: Schmorl's nodes of thoracic region,101,318522
4340954101,condition_occurrence: Retained bile duct stone,101,4340954
140065101,condition_occurrence: Pure red cell aplasia,101,140065
193242101,condition_occurrence: Perforation of intestine,101,193242
376977101,condition_occurrence: Heteronymous bilateral visual field defects,101,376977
379010101,condition_occurrence: Epiretinal membrane,101,379010
440649101,condition_occurrence: Primary malignant neoplasm of head of pancreas,101,440649
76154101,condition_occurrence: Hemorrhage into bladder wall,101,76154
192731101,condition_occurrence: Digestive symptom,101,192731
134661101,condition_occurrence: Chronic sphenoidal sinusitis,101,134661
319826101,condition_occurrence: Secondary hypertension,101,319826
137065101,condition_occurrence: Nonstageable pressure ulcer,101,137065
261326101,condition_occurrence: Viral pneumonia,101,261326
434029101,condition_occurrence: Chronic anterior uveitis,101,434029
4323893101,condition_occurrence: Arthropathy of elbow,101,4323893
78243101,condition_occurrence: Congenital spondylolysis of lumbosacral region,101,78243
4333227101,condition_occurrence: Acute pain due to injury,101,4333227
195482101,condition_occurrence: Primary malignant neoplasm of intestinal tract,101,195482
441579101,condition_occurrence: Acute myocardial infarction of inferoposterior wall,101,441579
78514101,condition_occurrence: Pathological dislocation of hand,101,78514
195873101,condition_occurrence: Leukorrhea,101,195873
252351101,condition_occurrence: Pneumonia due to Pseudomonas,101,252351
199866101,condition_occurrence: Acute gastritis,101,199866
80591101,condition_occurrence: Superficial injury of hand without infection,101,80591
4097159101,condition_occurrence: Hip stiff,101,4097159
436092101,condition_occurrence: Pick's disease,101,436092
432961101,condition_occurrence: Acute renal papillary necrosis with renal failure,101,432961
372604101,condition_occurrence: Movement disorder,101,372604
201043101,condition_occurrence: Dissection of iliac artery,101,201043
141673101,condition_occurrence: Aseptic necrosis of head of humerus,101,141673
4095740101,condition_occurrence: Malignant neoplasm of lower-inner quadrant of female breast,101,4095740
4093193101,condition_occurrence: Elbow stiff,101,4093193
81383101,condition_occurrence: Villonodular synovitis of the shoulder region,101,81383
26441101,condition_occurrence: Bleeding ulcer of esophagus,101,26441
201341101,condition_occurrence: Incisional hernia with obstruction,101,201341
79112101,condition_occurrence: Villonodular synovitis of the hand,101,79112
373784101,condition_occurrence: Acute allergic serous otitis media,101,373784
199868101,condition_occurrence: Incisional hernia with gangrene,101,199868
312334101,condition_occurrence: Constrictive pericarditis,101,312334
138845101,condition_occurrence: Rheumatism,101,138845
79069101,condition_occurrence: Disorder of rectum,101,79069
40481820101,condition_occurrence: Flaccid hemiplegia of nondominant side,101,40481820
437904101,condition_occurrence: Laryngeal spasm,101,437904
192885101,condition_occurrence: Tarsal tunnel syndrome,101,192885
4307254101,condition_occurrence: Closed fracture,101,4307254
436336101,condition_occurrence: Herpes zoster with nervous system complication,101,436336
22871101,condition_occurrence: Neoplasm of uncertain behavior of pineal gland,101,22871
31610101,condition_occurrence: Disorder of esophagus,101,31610
4205509101,condition_occurrence: Arthritis of elbow,101,4205509
40482237101,condition_occurrence: Hemiplegia of dominant side,101,40482237
377866101,condition_occurrence: Impairment level: better eye: moderate impairment: lesser eye: near-total impairment,101,377866
78518101,condition_occurrence: Finding of shoulder joint,101,78518
4110947101,condition_occurrence: Malignant secondary renovascular hypertension,101,4110947
4050743101,condition_occurrence: Visual field scotoma,101,4050743
79917101,condition_occurrence: Acquired deformity of toe,101,79917
434015101,condition_occurrence: Hypnotic or anxiolytic dependence in remission,101,434015
1353776401,drug_era: Felodipine,401,1353776
40161537401,drug_era: Utah juniper pollen extract,401,40161537
1366773401,drug_era: histrelin,401,1366773
1130585401,drug_era: Pentazocine,401,1130585
40162152401,drug_era: wormwood sage pollen extract,401,40162152
40161714401,drug_era: false ragweed pollen extract,401,40161714
1786621401,drug_era: Cephalexin,401,1786621
985708401,drug_era: Ketoconazole,401,985708
939726401,drug_era: butamben,401,939726
928744401,drug_era: Dimenhydrinate,401,928744
1317640401,drug_era: telmisartan,401,1317640
1505346401,drug_era: liothyronine,401,1505346
904501401,drug_era: travoprost,401,904501
1738366401,drug_era: cefprozil,401,1738366
19049105401,drug_era: Potassium Chloride,401,19049105
704599401,drug_era: Triazolam,401,704599
1501617401,drug_era: Colestipol,401,1501617
1195334401,drug_era: Choline,401,1195334
19095164401,drug_era: Cholecalciferol,401,19095164
1311078401,drug_era: Cytarabine,401,1311078
1319880401,drug_era: Nisoldipine,401,1319880
998415401,drug_era: Clobetasol,401,998415
932196401,drug_era: Cisapride,401,932196
981709401,drug_era: dorzolamide,401,981709
1186087401,drug_era: abatacept,401,1186087
40161488401,drug_era: Timothy grass pollen extract,401,40161488
19027362401,drug_era: potassium phosphate,401,19027362
40161989401,drug_era: mountain cedar pollen extract,401,40161989
1708880401,drug_era: Minocycline,401,1708880
934262401,drug_era: balsalazide,401,934262
1521369401,drug_era: Norethindrone,401,1521369
1501309401,drug_era: thyroid (USP),401,1501309
907013401,drug_era: Metolazone,401,907013
1115008401,drug_era: Naproxen,401,1115008
1309799401,drug_era: eplerenone,401,1309799
795661401,drug_era: felbamate,401,795661
1769535401,drug_era: Cefadroxil,401,1769535
19090761401,drug_era: regadenoson,401,19090761
19000732401,drug_era: Thyroglobulin,401,19000732
19087208401,drug_era: Lactose,401,19087208
19039298401,drug_era: sevoflurane,401,19039298
40173249401,drug_era: Oregon ash pollen extract,401,40173249
40161785401,drug_era: hard maple pollen extract,401,40161785
19051463401,drug_era: Probucol,401,19051463
940864401,drug_era: Econazole,401,940864
1734104401,drug_era: Azithromycin,401,1734104
40161797401,drug_era: eastern sycamore pollen extract,401,40161797
1373928401,drug_era: Hydralazine,401,1373928
715259401,drug_era: duloxetine,401,715259
1517740401,drug_era: paricalcitol,401,1517740
40162136401,drug_era: white oak pollen extract,401,40162136
1513849401,"drug_era: Insulin, Zinc, Human",401,1513849
1754994401,drug_era: Fluconazole,401,1754994
748010401,drug_era: Estazolam,401,748010
1318137401,drug_era: Nicardipine,401,1318137
1596779401,"drug_era: synthetic conjugated estrogens, A",401,1596779
1103518401,drug_era: isometheptene,401,1103518
766209401,drug_era: Selegiline,401,766209
19050087401,drug_era: ibutilide,401,19050087
1316354401,drug_era: Bendroflumethiazide,401,1316354
1552310401,drug_era: Progesterone,401,1552310
1344354401,drug_era: Epirubicin,401,1344354
790253401,drug_era: clorazepate,401,790253
919345401,drug_era: Gentamicin Sulfate (USP),401,919345
1302398401,drug_era: Ticlopidine,401,1302398
19080982401,drug_era: ranibizumab,401,19080982
1107830401,drug_era: Loratadine,401,1107830
1562586401,"drug_era: Insulin, Zinc, Pork",401,1562586
1036884401,drug_era: Tetracaine,401,1036884
1526475401,drug_era: ezetimibe,401,1526475
40172112401,drug_era: clove allergenic extract,401,40172112
19088035401,drug_era: detomidine,401,19088035
40175783401,drug_era: black olive allergenic extract,401,40175783
920378401,drug_era: Nitrofurazone,401,920378
1742432401,drug_era: tigecycline,401,1742432
19015523401,drug_era: bendamustine,401,19015523
19010309401,drug_era: Water,401,19010309
965748401,drug_era: Scopolamine,401,965748
19004724401,drug_era: Methionine,401,19004724
1350504401,drug_era: Etoposide,401,1350504
904351401,drug_era: Aminolevulinic Acid,401,904351
19017895401,drug_era: desoxycorticosterone,401,19017895
19090226401,"drug_era: Ultralente Insulin, Beef",401,19090226
40171977401,drug_era: annual bluegrass pollen extract,401,40171977
1325608401,drug_era: pegfilgrastim,401,1325608
1537655401,drug_era: salmon calcitonin,401,1537655
40161730401,drug_era: gray birch pollen extract,401,40161730
1156378401,drug_era: Flurbiprofen,401,1156378
836654401,drug_era: Tacrine,401,836654
40161610401,drug_era: corn pollen extract,401,40161610
19090984401,drug_era: armodafinil,401,19090984
1588986401,"drug_era: insulin human, rDNA origin",401,1588986
735340401,drug_era: Phentermine,401,735340
40170660401,drug_era: crab allergenic extract,401,40170660
1351779401,drug_era: Procarbazine,401,1351779
1337860401,drug_era: Dopamine,401,1337860
1436650401,drug_era: mercaptopurine,401,1436650
946340401,drug_era: Piperonyl Butoxide,401,946340
1133201401,drug_era: Buprenorphine,401,1133201
40163661401,drug_era: pneumococcal capsular polysaccharide type 1 vaccine,401,40163661
529713401,"drug_era: Mumps Virus Vaccine Live, Jeryl Lynn Strain",401,529713
922976401,drug_era: Peruvian balsam,401,922976
1789515401,drug_era: quinupristin,401,1789515
40171087401,drug_era: soybean allergenic extract,401,40171087
19014158401,drug_era: nalmefene,401,19014158
986864401,drug_era: Nalidixate,401,986864
19033354401,drug_era: Petrolatum,401,19033354
1103006401,drug_era: desloratadine,401,1103006
40172539401,drug_era: spinach allergenic extract,401,40172539
19088571401,drug_era: Leucine,401,19088571
40167333401,drug_era: Rhodotorula rubra allergenic extract,401,40167333
40222431401,drug_era: cabazitaxel,401,40222431
749727401,drug_era: Ethchlorvynol,401,749727
948787401,drug_era: Polythiazide,401,948787
1380068401,drug_era: Interferon Alfa-2b,401,1380068
19096710401,drug_era: CHYMOTRYPSIN,401,19096710
40173620401,drug_era: Algal fungi allergenic extract,401,40173620
1759270401,drug_era: Pyrantel,401,1759270
40170416401,drug_era: chicken allergenic extract,401,40170416
727835401,drug_era: Pemoline,401,727835
19076414401,drug_era: Potassium Acetate,401,19076414
40161589401,drug_era: bottlebrush pollen extract,401,40161589
40172997401,drug_era: Garrys oak pollen extract,401,40172997
40161624401,drug_era: cotton seed allergenic extract,401,40161624
40167083401,drug_era: Helminthosporium solani allergenic extract,401,40167083
40161192401,drug_era: Cochliobolus lunatus allergenic extract,401,40161192
528323401,drug_era: Hepatitis B Surface Antigen Vaccine,401,528323
40161742401,drug_era: kapok tree fiber allergenic extract,401,40161742
40161577401,drug_era: cocklebur pollen extract,401,40161577
1307515401,drug_era: Urokinase,401,1307515
1738170401,drug_era: lopinavir,401,1738170
40166035401,drug_era: saxagliptin,401,40166035
1517070401,drug_era: desmopressin,401,1517070
1183554401,drug_era: Isoproterenol,401,1183554
40175971401,drug_era: Stemphylium sarciniforme allergenic extract,401,40175971
1389780401,drug_era: methylsulfonylmethane,401,1389780
40175955401,drug_era: Phanerodontia chrysosporium allergenic extract,401,40175955
40160955401,drug_era: Acacia pollen extract,401,40160955
19045272401,drug_era: Miglustat,401,19045272
40162001401,drug_era: privet pollen extract,401,40162001
19080274401,drug_era: Aspergillus terreus allergenic extract,401,19080274
40175840401,drug_era: duck allergenic extract,401,40175840
1394333401,drug_era: Mecamylamine,401,1394333
40162251401,drug_era: sisal fiber allergenic extract,401,40162251
709567401,drug_era: Lisdexamfetamine,401,709567
19101422401,drug_era: haloprogin,401,19101422
40175911401,drug_era: rabbit allergenic extract,401,40175911
922191401,drug_era: pectin,401,922191
19069873401,drug_era: Sodium Iodide,401,19069873
19067971401,drug_era: MAGNESIUM GLUCONATE,401,19067971
900017401,drug_era: Cascara sagrada,401,900017
19098545401,drug_era: SOY LECITHIN,401,19098545
312648101,condition_occurrence: Benign essential hypertension,101,312648
320128101,condition_occurrence: Essential hypertension,101,320128
321314101,condition_occurrence: Abdominal aortic aneurysm without rupture,101,321314
40482801101,condition_occurrence: Type II diabetes mellitus uncontrolled,101,40482801
75909101,condition_occurrence: Disorder of bone,101,75909
444132101,condition_occurrence: Injury of knee,101,444132
133711101,condition_occurrence: Overlapping malignant neoplasm of female breast,101,133711
133547101,condition_occurrence: Pyoderma,101,133547
23164101,condition_occurrence: Disorder of anterior pituitary,101,23164
193253101,condition_occurrence: Nephritis,101,193253
256449101,condition_occurrence: Bronchiectasis,101,256449
80767101,condition_occurrence: Breast lump,101,80767
432865101,condition_occurrence: Acute exacerbation of subchronic schizoaffective schizophrenia,101,432865
78508101,condition_occurrence: Arthralgia of the ankle and/or foot,101,78508
375791101,condition_occurrence: Uncomplicated senile dementia,101,375791
435783101,condition_occurrence: Schizophrenia,101,435783
198520101,condition_occurrence: Lumbar spondylosis with myelopathy,101,198520
316995101,condition_occurrence: Coronary occlusion,101,316995
437233101,condition_occurrence: Multiple myeloma,101,437233
437246101,condition_occurrence: Vitamin B deficiency,101,437246
443216101,condition_occurrence: Graft versus host disease,101,443216
443248101,condition_occurrence: Open fracture of cervical spine,101,443248
321315101,condition_occurrence: Trifascicular block,101,321315
435753101,condition_occurrence: Malignant lymphoma of intrathoracic lymph nodes,101,435753
315832101,condition_occurrence: Angina decubitus,101,315832
374366101,condition_occurrence: Sensorineural hearing loss,101,374366
380995101,condition_occurrence: Neuromyelitis optica,101,380995
197508101,condition_occurrence: Malignant tumor of urinary bladder,101,197508
